timestamp,close
2015-12-01 14:30:00,108.37
2015-12-01 14:45:00,108.71
2015-12-01 15:00:00,108.52
2015-12-01 15:15:00,108.24
2015-12-01 15:30:00,108.46
2015-12-01 15:45:00,108.55
2015-12-01 16:00:00,108.39
2015-12-01 16:15:00,108.47
2015-12-01 16:30:00,108.4
2015-12-01 16:45:00,108.45
2015-12-01 17:00:00,108.54
2015-12-01 17:15:00,108.6
2015-12-01 17:30:00,108.62
2015-12-01 17:45:00,108.62
2015-12-01 18:00:00,108.54
2015-12-01 18:15:00,108.36
2015-12-01 18:30:00,108.35
2015-12-01 18:45:00,108.33
2015-12-01 19:00:00,108.43
2015-12-01 19:15:00,108.51
2015-12-01 19:30:00,108.53
2015-12-01 19:45:00,108.55
2015-12-01 20:00:00,108.62
2015-12-01 20:15:00,108.68
2015-12-01 20:30:00,108.76
2015-12-01 20:45:00,108.86
2015-12-01 21:00:00,108.9
2015-12-02 14:30:00,109.24
2015-12-02 14:45:00,109.35
2015-12-02 15:00:00,109.22
2015-12-02 15:15:00,109.29
2015-12-02 15:30:00,109.42
2015-12-02 15:45:00,109.28
2015-12-02 16:00:00,109.2
2015-12-02 16:15:00,109.08
2015-12-02 16:30:00,109.13
2015-12-02 16:45:00,109.14
2015-12-02 17:00:00,109.17
2015-12-02 17:15:00,109.24
2015-12-02 17:30:00,109.23
2015-12-02 17:45:00,109.26
2015-12-02 18:00:00,109.21
2015-12-02 18:15:00,109.22
2015-12-02 18:30:00,109.11
2015-12-02 18:45:00,108.88
2015-12-02 19:00:00,108.58
2015-12-02 19:15:00,108.49
2015-12-02 19:30:00,108.36
2015-12-02 19:45:00,108.11
2015-12-02 20:00:00,108.35
2015-12-02 20:15:00,108.35
2015-12-02 20:30:00,108.29
2015-12-02 20:45:00,108.22
2015-12-02 21:00:00,108.39
2015-12-03 14:30:00,108.26
2015-12-03 14:45:00,108.15
2015-12-03 15:00:00,107.89
2015-12-03 15:15:00,107.76
2015-12-03 15:30:00,107.8
2015-12-03 15:45:00,107.89
2015-12-03 16:00:00,108.3
2015-12-03 16:15:00,108.17
2015-12-03 16:30:00,107.82
2015-12-03 16:45:00,107.84
2015-12-03 17:00:00,107.35
2015-12-03 17:15:00,106.95
2015-12-03 17:30:00,107.09
2015-12-03 17:45:00,106.78
2015-12-03 18:00:00,106.74
2015-12-03 18:15:00,106.93
2015-12-03 18:30:00,106.75
2015-12-03 18:45:00,106.33
2015-12-03 19:00:00,106.33
2015-12-03 19:15:00,106.06
2015-12-03 19:30:00,105.89
2015-12-03 19:45:00,106.27
2015-12-03 20:00:00,106.12
2015-12-03 20:15:00,106.08
2015-12-03 20:30:00,106.27
2015-12-03 20:45:00,106.4
2015-12-03 21:00:00,106.47
2015-12-04 14:30:00,107.28
2015-12-04 14:45:00,107.48
2015-12-04 15:00:00,107.48
2015-12-04 15:15:00,107.58
2015-12-04 15:30:00,107.76
2015-12-04 15:45:00,108.12
2015-12-04 16:00:00,108.13
2015-12-04 16:15:00,107.99
2015-12-04 16:30:00,107.88
2015-12-04 16:45:00,107.95
2015-12-04 17:00:00,108.09
2015-12-04 17:15:00,108.03
2015-12-04 17:30:00,108.43
2015-12-04 17:45:00,108.58
2015-12-04 18:00:00,108.7
2015-12-04 18:15:00,108.65
2015-12-04 18:30:00,108.65
2015-12-04 18:45:00,108.73
2015-12-04 19:00:00,108.74
2015-12-04 19:15:00,108.75
2015-12-04 19:30:00,108.85
2015-12-04 19:45:00,108.96
2015-12-04 20:00:00,108.98
2015-12-04 20:15:00,108.91
2015-12-04 20:30:00,108.87
2015-12-04 20:45:00,108.84
2015-12-04 21:00:00,108.81
2015-12-07 14:30:00,108.69
2015-12-07 14:45:00,108.55
2015-12-07 15:00:00,108.44
2015-12-07 15:15:00,108.41
2015-12-07 15:30:00,108.26
2015-12-07 15:45:00,108.18
2015-12-07 16:00:00,108.17
2015-12-07 16:15:00,107.9
2015-12-07 16:30:00,108.2
2015-12-07 16:45:00,108.33
2015-12-07 17:00:00,108.24
2015-12-07 17:15:00,108.23
2015-12-07 17:30:00,108.02
2015-12-07 17:45:00,107.93
2015-12-07 18:00:00,107.98
2015-12-07 18:15:00,108.21
2015-12-07 18:30:00,108.06
2015-12-07 18:45:00,108.19
2015-12-07 19:00:00,108.27
2015-12-07 19:15:00,108.26
2015-12-07 19:30:00,108.02
2015-12-07 19:45:00,107.98
2015-12-07 20:00:00,107.95
2015-12-07 20:15:00,108.18
2015-12-07 20:30:00,108.28
2015-12-07 20:45:00,108.36
2015-12-07 21:00:00,108.56
2015-12-08 14:30:00,107.67
2015-12-08 14:45:00,107.42
2015-12-08 15:00:00,107.65
2015-12-08 15:15:00,107.39
2015-12-08 15:30:00,108.04
2015-12-08 15:45:00,108.12
2015-12-08 16:00:00,108.49
2015-12-08 16:15:00,108.25
2015-12-08 16:30:00,108.22
2015-12-08 16:45:00,108.34
2015-12-08 17:00:00,108.14
2015-12-08 17:15:00,108.16
2015-12-08 17:30:00,108.22
2015-12-08 17:45:00,108.31
2015-12-08 18:00:00,108.28
2015-12-08 18:15:00,108.18
2015-12-08 18:30:00,108.3
2015-12-08 18:45:00,108.36
2015-12-08 19:00:00,108.65
2015-12-08 19:15:00,108.54
2015-12-08 19:30:00,108.51
2015-12-08 19:45:00,108.51
2015-12-08 20:00:00,108.41
2015-12-08 20:15:00,108.26
2015-12-08 20:30:00,108.42
2015-12-08 20:45:00,108.39
